"item_id","item_name","media_type","date_created","date_modified","file","description","rendered_flag","labeled_flag","html5_flag","flag1","flag2"
1271,"Heart0144","fresh","2011-08-30 14:16:32","2012-08-29 17:40:22","Heart0144-Fresh-External-Anterior","Image of the anterior surface of fresh heart, pre-fixation. Portion of superior vena cava left intact.
",0,0,0,0,0
1272,"Heart0145","fresh","2011-08-30 14:16:32","2012-08-29 17:40:22","Heart0145-Fresh-External-Anterior","Image of the anterior surface of fresh heart, pre-fixation.
",0,0,0,0,0
1273,"Heart0146","fresh","2011-08-30 14:16:32","2012-08-29 17:40:22","Heart0146-Fresh-External-Anterior","Image of the anterior surface of fresh heart, pre-fixation. Very little fat on epicardial surface.
",0,0,0,0,0
1274,"Heart0147","fresh","2011-08-30 14:16:32","2012-12-07 12:11:47","Heart0147-Fresh-External-Anterior","Image of the anterior surface of fresh heart, pre-fixation. A large amount of connective tissue remains around the aorta and its branches.",0,0,0,0,0
1275,"Heart0148","fresh","2011-08-30 14:16:32","2012-08-29 17:40:22","Heart0148-Fresh-External-Anterior","Image of the anterior surface of fresh heart, pre-fixation. Aorta, SVC, pulmonary artery and connective tissue left intact.",0,0,0,0,0
1276,"Heart0015","video","2011-08-30 14:16:32","2012-12-27 15:19:51","Heart0015-Functional-External-Left-Margin","A left margin external view of a reanimated human heart in which you see the RVOT and right atrial appendage above and the LV below.
",0,1,1,0,0
1277,"Heart0017","video","2011-08-30 14:16:32","2012-12-27 15:30:19","Heart0017-Functional-External-Anterior","An endoscope was placed within the RA, and one can see just how thin walled the RAA can be as the internal light is easily viewed from the outside.
",0,1,1,0,0
1278,"Heart0023-1","video","2011-08-30 14:16:32","2012-12-27 15:30:19","Heart0023-Functional-External-Anterior-1","A view of a reanimated heart in which much of the ventricles are covered with epicardial fat.  The great vessels were cannulated. The RA had an endoscope placed within it and thus one can see externally, this internal illumination.
",0,1,1,0,0
1279,"Heart0023-2","video","2011-08-30 14:16:32","2012-12-27 15:30:19","Heart0023-Functional-External-Anterior-2","A view of a reanimated heart in the RA had an endoscope placed within it and thus one can see externally, this internal illumination.  Note how thin walled this structure is.
",0,1,1,0,0
1280,"Heart0058-1","video","2011-08-30 14:16:32","2012-12-27 16:12:09","Heart0058-Functional-External-Anterior-1","Anterior view of human heart with a defibrillation patch covering the right ventricle. The right atrial appendage is to the top left of the heart. A shock is delivered a few seconds into the clip and the heart goes into ventricular tachycardia.
",0,1,1,0,0
1281,"Heart0058-2","video","2011-08-30 14:16:32","2012-12-27 16:12:09","Heart0058-Functional-External-Anterior-2","Heart is in ventricular tachycardia and a shock delivered a few seconds into the clip returns the heart to normal sinus rhythm.
",0,1,1,0,0
1282,"Heart0058-3","video","2011-08-30 14:16:32","2012-12-27 16:12:09","Heart0058-Functional-External-Anterior-3","Anterior view of human heart. The ventricles are mostly covered by epicardial fat, as is the left atrial appendage (upper right of the heart).
",0,1,1,0,0
1283,"Heart0073-1","video","2011-08-30 14:16:32","2012-12-27 16:19:17","Heart0073-Functional-External-Anterior-1","Heart was in fibrillation, then shock delivered returns heart to normal sinus rhythm.
",0,1,1,0,0
1284,"Heart0073-2","video","2011-08-30 14:16:32","2012-12-27 16:19:17","Heart0073-Functional-External-Anterior-2","View of reanimated heart with ruler.
",0,1,1,0,0
1285,"Heart0076-1","video","2011-08-30 14:16:32","2012-12-27 16:21:39","Heart0076-Functional-External-Anterior-1","External view of defibrillation
",0,1,1,0,0
1286,"Heart0076-2","video","2011-08-30 14:16:32","2012-12-27 16:21:39","Heart0076-Functional-External-Anterior-2","External view of beating heart
",0,1,1,0,0
1287,"Heart0077-1","video","2011-08-30 14:16:32","2012-12-27 16:29:49","Heart0077-Functional-External-Anterior-1","External view of the anterior side of the heart.
",0,1,1,0,0
1288,"Heart0077-2","video","2011-08-30 14:16:32","2012-12-27 16:29:49","Heart0077-Functional-External-Anterior-2","External view of the heart being defibrillated.
",0,1,1,0,0
1289,"Heart0077-3","video","2011-08-30 14:16:32","2012-12-27 16:29:49","Heart0077-Functional-External-Anterior-3","External view of the beating heart with endoscope light illuminating the right atrium.
",0,1,1,0,0
1290,"Heart0077-4","video","2011-08-30 14:16:32","2012-12-27 16:29:49","Heart0077-Functional-External-Anterior-4","External view of the beating heart with endoscope light illuminating the right ventricular outflow tract.
",0,1,1,0,0
1291,"Heart0083-1","video","2011-08-30 14:16:32","2012-12-27 16:34:55","Heart0083-Functional-External-Anterior-1","External view of beating heart
",0,1,1,0,0
1292,"Heart0083-2","video","2011-08-30 14:16:32","2012-12-27 16:34:55","Heart0083-Functional-External-Anterior-2","External view of defibrillation
",0,1,1,0,0
1293,"Heart0083-3","video","2011-08-30 14:16:32","2012-12-27 16:34:55","Heart0083-Functional-External-Anterior-3","External view of fibrillating heart
",0,1,1,0,0
1294,"Heart0086","video","2011-08-30 14:16:32","2012-12-27 16:47:12","Heart0086-Functional-External-Anterior","The heart is fibrillating initially until a defibrillating shock is administered to the heart to regain normal beating pattern.",0,1,1,0,0
1295,"cad1h","sectioned","2011-08-30 14:16:32","2011-08-30 14:19:26","cad1h","The heart with the pericardium removed still intact within the thorax of a fixed cadaver. The anterior mediastinum was removed (sternum and anterior portions of the ribs) were removed. This heart was enlarged and thus somewhat displaced the lower lobe of the left lung.
",0,0,0,0,0
1296,"cad2h","sectioned","2011-08-30 14:16:32","2011-08-30 14:19:26","cad2h","Anterior view of a &quot;Heart-Lung Block&quot; removed from a fixed cadaver. The subclavian veins and arteries were kept intact connected to the great vessels of the heart. This heart was enlarged and displaced the lower lobe of the left lung.
",0,0,0,0,0
1297,"raappendh","sectioned","2011-08-30 14:16:32","2011-08-30 14:19:26","raappendh","Anterior view of a fixed heart with the pericardium reflected towards the apex. One can see the right and left appendages as well as the right ventricle.
",0,0,0,0,0
1298,"ratrium2h","sectioned","2011-08-30 14:16:32","2011-08-30 14:19:26","ratrium2h","An anterior to posterior view of a sectioned unfixed heart showing the opened right atium.
",0,0,0,0,0
1299,"Heart0004","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0004-Sectioned-External-Anterior","Image of the anterior surface of the heart. The aorta is very prominently displayed.
",0,0,0,0,0
1300,"Heart0005-ant-ext","sectioned","2011-08-30 14:16:32","2011-08-30 14:19:26","Heart0005-ant-ext","The pericardium was partially reflected towards the diaphragmatic surface. One can see both atria and appendages above, and the ventricles below.
",0,0,0,0,0
1301,"Heart0005-ant-ext-2","sectioned","2011-08-30 14:16:32","2011-08-30 14:19:26","Heart0005-ant-ext-2","The pericardium was removed, one can see both atria and appendages above and the ventricles below.  The ruler was place near the diaphragmatic surface.
",0,0,0,0,0
1302,"Heart0005-ant-ext-peric","sectioned","2011-08-30 14:16:32","2011-08-30 14:19:26","Heart0005-ant-ext-peric","The parietal pericardium was left covering the heart.  One can see epicardial fat as well as where the pericardium was attached to the diaphragm.
",0,0,0,0,0
1303,"Heart0005-ext-aorta","sectioned","2011-08-30 14:16:32","2011-08-30 14:19:26","Heart0005-ext-aorta","The Ascending aorta was transected from the heart, but portions of the major branches off the arch were left attached.
",0,0,0,0,0
1304,"Heart0013","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0013-Sectioned-External-Anterior","Image of the anterior surface of the heart. Suturing is apparent on the left ventricle, in the lower right of the image.
",0,0,0,0,0
1305,"Heart0017_ant_ext","sectioned","2011-08-30 14:16:32","2012-08-20 09:41:09","Heart0017-ant-ext","The pericardium was removed; one can see both atria and appendages above, the RVOT, and the ventricles below.  The ruler was place near the diaphragmatic surface.
",0,0,0,0,0
1307,"Heart0022","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0022-Sectioned-External-Anterior","Image of the anterior surface of the heart. Differentiating features are covered by a thick fat pad.
",0,0,0,0,0
1308,"Heart0026","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0026-Sectioned-External-Anterior","Image of the anterior surface of the heart. Sutures can be seen in the right ventricle.
",0,0,0,0,0
1309,"Heart0034","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0034-Sectioned-External-Anterior","Image of the anterior surface of the heart. The heart had a pacemaker, and the can is clearly visible.  The lead goes through a peripheral vein before entering the heart through the SVC (not labeled).
",0,0,0,0,0
1310,"Heart0035","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0035-Sectioned-External-Anterior","Image of the anterior surface of the heart. A layer of fat covers the coronary vessels.
",0,0,0,0,0
1311,"Heart0042","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0042-Sectioned-External-Anterior","Image of the anterior surface of the heart. Only a small amount of the aorta and pulmonary artery remain.
",0,0,0,0,0
1312,"Heart0046","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0046-Sectioned-External-Anterior","Image of the anterior surface of the heart. This heart has a round shape.
",0,0,0,0,0
1313,"Heart0047","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0047-Sectioned-External-Anterior","Image of the anterior surface of the heart. The right atrial appendage is particularly prominent.
",0,0,0,0,0
1314,"Heart0049","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0049-Sectioned-External-Anterior","Image of the anterior surface of the heart. Only short portions of the aorta and pulmonary artery remain.
",0,0,0,0,0
1315,"Heart0050","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0050-Sectioned-External-Anterior","Image of the anterior surface of the heart. This heart has a round shape.
",0,0,0,0,0
1317,"Heart0052","sectioned","2011-08-30 14:16:32","2012-09-14 15:00:52","Heart0052-Sectioned-External-Anterior","Image of the anterior surface of the heart. This hypertrophic heart has a very smooth layer of fat.
",0,0,0,0,0
1318,"Heart0053","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0053-Sectioned-External-Anterior","Image of the anterior surface of the heart. SVC and IVC are hidden by the right atrial appendage.
",0,0,0,0,0
1319,"Heart0054","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0054-Sectioned-External-Anterior","Anterior-superior surface of the heart. Very small heart.  Aorta and pulmonary artery appear relatively enlarged.
",0,0,0,0,0
1320,"Heart0055","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0055-Sectioned-External-Anterior","Image of the anterior surface of the heart. The heart has a round shape.
",0,0,0,0,0
1321,"Heart0056","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0056-Sectioned-External-Anterior","Anterior-superior surface of the heart. A large portion of the pulmonary artery has been retained.
",0,0,0,0,0
1322,"Heart0057","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0057-Sectioned-External-Anterior","Image of the anterior surface of the heart.
",0,0,0,0,0
1323,"Heart0060","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0060-Sectioned-External-Anterior","Image of the anterior surface of the heart.
",0,0,0,0,0
1324,"Heart0061","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0061-Sectioned-External-Anterior","Image of the anterior surface of the heart. The entire left ventricle has been opened and sutured closed after use in other studies.
",0,0,0,0,0
1325,"Heart0062","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0062-Sectioned-External-Anterior","Image of the anterior surface of the heart. The left ventricle is located primarily on the posterior side of the heart.
",0,0,0,0,0
1326,"Heart0064","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0064-Sectioned-External-Anterior","Image of the anterior surface of the heart. Majority of the aorta has been removed.  Left atrial appendage is especially noticeable.
",0,0,0,0,0
1327,"Heart0070","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0070-Sectioned-External-Anterior","Image of the anterior surface of the heart. The left and right branches of the pulmonary trunk are visible.
",0,0,0,0,0
1328,"Heart0071","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0071-Sectioned-External-Anterior","Image of the anterior surface of the heart. Suturing is evident near the apex of the left ventricle in this small heart.
",0,0,0,0,0
1329,"Heart0072","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0072-Sectioned-External-Anterior","Image of the anterior surface of the heart. The entire ascending aorta has been left intact, and suturing is evident on the aorta just before the brachiocephalic artery.
",0,0,0,0,0
1330,"Heart0073","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0073-Sectioned-External-Anterior","Image of the anterior surface of the heart. Most of the ascending aorta has been left intact in this pediatric heart.
",0,0,0,0,0
1331,"Heart0086","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0086-Sectioned-External-Anterior","Image of the anterior surface of the heart. Suturing is evident in the apex of the left ventricle, which was opened for additional studies.
",0,0,0,0,0
1332,"Heart0149","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0149-Sectioned-External-Anterior","Image of the anterior surface of the heart. Aorta has been left intact until the brachiocephalic artery.
",0,0,0,0,0
1333,"Heart0150","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0150-Sectioned-External-Anterior","Image of the anterior surface of the heart. Large portions of the ascending aorta and pulmonary artery are left intact.
",0,0,0,0,0
1334,"Heart0151","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0151-Sectioned-External-Anterior","Image of the anterior surface of the heart. Sutures near pulmonary valve are evident.  Entire ascending aorta also intact, with distributaries labeled.
",0,0,0,0,0
1335,"Heart0155","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0155-Sectioned-External-Anterior","Image of the anterior surface of the heart. Entire ascending aorta also intact, with distributaries labeled.
",0,0,0,0,0
1336,"Heart0156","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0156-Sectioned-External-Anterior","Image of the anterior surface of the heart. Pediatric heart.  Note lack of thick fat pad.
",0,0,0,0,0
1337,"Heart0157","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0157-Sectioned-External-Anterior","Image of the anterior surface of the heart. Entire ascending aorta also intact, with distributaries labeled.
",0,0,0,0,0
1338,"Heart0158","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0158-Sectioned-External-Anterior","Image of the anterior surface of the heart. Entire ascending aorta is intact.  Extensive suturing is evident in the right ventricle.
",0,0,0,0,0
1339,"Heart0160","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0160-Sectioned-External-Anterior","Image of the anterior surface of the heart. Extensive suturing of the left ventricle is visible.
",0,0,0,0,0
1340,"Heart0161","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0161-Sectioned-External-Anterior","Image of the anterior surface of the heart. Heart appears slightly enlarged.
",0,0,0,0,0
1341,"Heart0162","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0162-Sectioned-External-Anterior","Image of the anterior surface of the heart. The branches off the aorta are labeled.
",0,0,0,0,0
1342,"Heart0166","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0166-Sectioned-External-Anterior","Image of the anterior surface of the heart. Entire left ventricle has been opened and sutured shut, for additional studies.
",0,0,0,0,0
1343,"Heart0168","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0168-Sectioned-External-Anterior","Image of the anterior surface of the heart. Suturing of the right ventricle is evident.",0,0,0,0,0
1344,"surfposh","fresh","2011-08-30 14:16:33","2011-08-30 14:19:26","surfposh","A posterioral view of an unfixed human heart. Note the fat pad covering the coronary sinus. Probes were placed through the right and left superior pulmonary veins
",0,0,0,0,0
1345,"Heart0132","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0132-Fresh-External-Posterior","Posterior view of the heart pre-fixation. The left ventricle is the predominate structure visible from this angle.
",0,0,0,0,0
1346,"Heart0133","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0133-Fresh-External-Posterior","Posterior view of the heart pre-fixation. A large portion of the aorta is still connected.
",0,0,0,0,0
1347,"Heart0134","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0134-Fresh-External-Posterior","Posterior view of the heart pre-fixation. The aortic arch and part of the descending aorta are visible.
",0,0,0,0,0
1348,"Heart0135","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0135-Fresh-External-Posterior","Posterior-inferior view of the heart pre-fixation. The IVC has been removed and the inside of the RA is visible.
",0,0,0,0,0
1349,"Heart0136","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0136-Fresh-External-Posterior","Posterior view of the heart pre-fixation. This heart has relatively little fat. Connective tissue is still present around the aorta.
",0,0,0,0,0
1350,"Heart0137","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0137-Fresh-External-Posterior","Posterior view of the heart pre-fixation. The aortic arch is present.
",0,0,0,0,0
1351,"Heart0138","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0138-Fresh-External-Posterior","Posterior-inferior view of the heart pre-fixation. The IVC has been removed and the interior of the RA is visible.
",0,0,0,0,0
1352,"Heart0139","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0139-Fresh-External-Posterior","Posterior view of the heart pre-fixation. The aorta is present.
",0,0,0,0,0
1353,"Heart0140","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0140-Fresh-External-Posterior","Posterior view of the heart pre-fixation. The inferior vena cava is sewn shut.
",0,0,0,0,0
1354,"Heart0141","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0141-Fresh-External-Posterior","Posterior view of the heart pre-fixation. There is only a small amount of fat on this young heart.
",0,0,0,0,0
1355,"Heart0142","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0142-Fresh-External-Posterior","Posterior view of the heart pre-fixation. There is only a small amount of fat on this pediatric heart.
",0,0,0,0,0
1356,"Heart0143","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0143-Fresh-External-Posterior","Posterior view of the heart pre-fixation. A large portion of the aortic arch is visible.
",0,0,0,0,0
1357,"Heart0144","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0144-Fresh-External-Posterior","Posterior view of the heart pre-fixation.
",0,0,0,0,0
1358,"Heart0145","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0145-Fresh-External-Posterior","Posterior view of the heart pre-fixation. The aorta is surrounded by connective tissue.
",0,0,0,0,0
1359,"Heart0146","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0146-Fresh-External-Posterior","Posterior view of the heart pre-fixation. The interior of the RA is visible through the IVC.
",0,0,0,0,0
1360,"Heart0147","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0147-Fresh-External-Posterior","Posterior view of the heart pre-fixation. A ring is sewn in to the IVC to help with fixation.
",0,0,0,0,0
1361,"Heart0148","fresh","2011-08-30 14:16:33","2012-08-29 17:43:56","Heart0148-Fresh-External-Posterior","Posterior view of the heart pre-fixation. A large amount of fat covers the whole heart.",0,0,0,0,0
1362,"cad3h","sectioned","2011-08-30 14:16:33","2011-08-30 14:19:26","cad3h","Posterior view of a &quot;Heart-Lung Block&quot; removed from a fixed cadaver. The esophagus and trachea were also removed with this specimen. One can observe various lung lobes.
",0,0,0,0,0
1363,"Heart0004","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0004-Sectioned-External-Posterior","Posterior view of the heart with detailed aorta and pulmonary artery.
",0,0,0,0,0
1364,"Heart0005-post-ext","sectioned","2011-08-30 14:16:33","2011-08-30 14:19:26","Heart0005-post-ext","The pericardium was removed; one can see both atria and ventricles. The coronary sinus can be seen protruding prominently.  The ruler was place near the diaphragmatic surface.
",0,0,0,0,0
1366,"Heart0013","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0013-Sectioned-External-Posterior","Clear view of Pulmonary artery and Aorta. Sutures placed to close LV after opened for imaging.
",0,0,0,0,0
1367,"Heart0017_post_ext_2","sectioned","2011-08-30 14:16:33","2012-08-20 09:41:09","Heart0017-post-ext-2","The pericardium was removed; one can see the atria, ventricles and coronary sinus.
",0,0,0,0,0
1368,"Heart0017_post_ext","sectioned","2011-08-30 14:16:33","2012-08-20 09:41:09","Heart0017-post-ext","The pericardium was removed; one can see IVC ostium and coronary sinus. The ruler was place near the diaphragmatic surface.
",0,0,0,0,0
1369,"Heart0020","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0020-Sectioned-External-Posterior","Posterior-inferior view. Clear view of the IVC, Coronary Sinus and the interventricular Sulcus.
",0,0,0,0,0
1370,"Heart0022","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0022-Sectioned-External-Posterior","Posterior view of heart. Aorta not distinguished as it has been cut short.
",0,0,0,0,0
1371,"Heart0026","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0026-Sectioned-External-Posterior","Enlarged heart. Fat is covering most distinguishing features. Small suture can be seen in RV.
",0,0,0,0,0
1372,"Heart0034","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0034-Sectioned-External-Posterior","Pacemaker implanted with can clearly visible. Leads enter through SVC.
",0,0,0,0,0
1373,"Heart0035","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0035-Sectioned-External-Posterior","Pulmonary Artery, Aorta and Pulmonary Veins were cut short. Clear definition between right and left side chambers.
",0,0,0,0,0
1375,"Heart0042-Post","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0042-Sectioned-Post","Portions of the lung left on dissection. Pulmonary veins can be seen protruding from the lung tissue.
",0,0,0,0,0
1376,"Heart0046","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0046-Sectioned-External-Posterior","Posterior view of heart. Aorta has been removed.
",0,0,0,0,0
1377,"Heart0047","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0047-Sectioned-External-Posterior","Posterior view of the heart. Heart has round &quot;softball&quot; shape.
",0,0,0,0,0
1378,"Heart0048","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0048-Sectioned-External-Posterior","Posterior view of the heart. Diaphragmatic surface, along the bottom, has slight concave shape.
",0,0,0,0,0
1379,"Heart0049","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0049-Sectioned-External-Posterior","Posterior view of the heart. Sutures can be seen along Atrial septum. Right Atrium open.
",0,0,0,0,0
1380,"Heart0050","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0050-Sectioned-External-Posterior","Posterior view of the heart.
",0,0,0,0,0
1382,"Heart0052","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0052-Sectioned-External-Posterior","Posterior view of the heart. Sutures along Right atrium to close up after investigation of fossa ovalis position.
",0,0,0,0,0
1383,"Heart0053","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0053-Sectioned-External-Posterior","Posterior view of the heart. Coronary vessels are visible within the patches of fat tissue.
",0,0,0,0,0
1384,"Heart0054","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0054-Sectioned-External-Posterior","Posterior view of pediatric heart. Left atrium is collapsed.
",0,0,0,0,0
1385,"Heart0055","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0055-Sectioned-External-Posterior","Posterior view of the heart. Aorta and pulmonary artery have been cut off.  The coronary sinus travels though a deep groove in this round heart.
",0,0,0,0,0
1386,"Heart0056","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0056-Sectioned-External-Posterior","Posterior view of small heart. Fat conceals the coronary vessels, but ventricular tissue is seen where there are no vessels.
",0,0,0,0,0
1387,"Heart0057","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0057-Sectioned-External-Posterior","Posterior view of the heart. The interventricular sulcus is a deep groove.
",0,0,0,0,0
1388,"Heart0060","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0060-Sectioned-External-Posterior","Posterior view of the heart. Aorta has been sliced along the axis in image.
",0,0,0,0,0
1389,"Heart0061","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0061-Sectioned-External-Posterior","Posterior view of pediatric heart. Coronary vessels are visible in the fat patches.
",0,0,0,0,0
1390,"Heart0062","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0062-Sectioned-External-Posterior","Posterior view of the heart. Sutures along RA (not indicated in image).
",0,0,0,0,0
1391,"Heart0064","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0064-Sectioned-External-Posterior","Posterior view of the heart. Large fat pad hides coronary veins.
",0,0,0,0,0
1392,"Heart0065","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0065-Sectioned-External-Posterior","Posterior view of the heart. The atria are relatively large in this heart.
",0,0,0,0,0
1393,"Heart0070","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0070-Sectioned-External-Posterior","Posterior view of the heart. IVC has been cut short and right pulmonary veins tied shut.
",0,0,0,0,0
1394,"Heart0071","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0071-Sectioned-External-Posterior","Posterior-inferior view of the heart. This view looks up the IVC into the RA. The interventricular sulcus is especially deep in this heart.
",0,0,0,0,0
1395,"Heart0072","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0072-Sectioned-External-Posterior","Posterior view of heart. Aorta intact showing brachiocephalic artery and carotid.
",0,0,0,0,0
1396,"Heart0073","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0073-Sectioned-External-Posterior","Posterior-inferior view of a pediatric heart. View along IVC (removed) axis, viewing into the right atrium. Sutures put in place along atrial septum.
",0,0,0,0,0
1397,"Heart0086","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0086-Sectioned-External-Posterior","Posterior-inferior view of the heart. The IVC opens directly into the RA.
",0,0,0,0,0
1398,"Heart0149","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0149-Sectioned-External-Posterior","Posterior view of the heart. Aorta has been sliced along axis and pulmonary artery cut short. Sutures along the left and right atria to close up dissections post investigation.
",0,0,0,0,0
1399,"Heart0150","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0150-Sectioned-External-Posterior","Posterior view of the heart. Full aortic arch is depicted along with the brachiocephalic artery branches.
",0,0,0,0,0
1400,"Heart0151","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0151-Sectioned-External-Posterior","Posterior-inferior view of heart with full aorta and brachiocephalic artey. Viewed along IVC axis.
",0,0,0,0,0
1401,"Heart0155","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0155-Sectioned-External-Posterior","Large fat pad covers heart hiding coronary veins and arteries. Large portion of aorta still intact.
",0,0,0,0,0
1402,"Heart0156","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0156-Sectioned-External-Posterior","Posterior view of pediatric heart. All major vessels are shown intact.
",0,0,0,0,0
1403,"Heart0157","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0157-Sectioned-External-Posterior","Posterior view of heart with aorta and pulmonary artery fully intact.
",0,0,0,0,0
1404,"Heart0158","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0158-Sectioned-External-Posterior","Posterior view of heart with aorta fully intact. Sutures along the coronary sinus and right atrium.
",0,0,0,0,0
1405,"Heart0160","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0160-Sectioned-External-Posterior","Posterior view of heart. Right Atrium can be marked by start of SVC.
",0,0,0,0,0
1406,"Heart0161","sectioned","2011-08-30 14:16:33","2012-09-14 15:00:52","Heart0161-Sectioned-External-Posterior","Posterior view of the heart. IVC has been sewn shut and is visible under the RA lettering.
",0,0,0,0,0
